,Full Name,Born,Age,Batting Style,Bowling Style,id,Playing Role,Fielding Position,Died,Also Known As,Education,Other,Nicknames,Height
0,Peter John Ingram,"October 25, 1978, Hawera, Taranaki",44y 346d,Right hand Bat,Right arm Offbreak,38952,Top order Batter,,,,,,,
0,Peter Jeffrey Leroy Dujon,"May 28, 1956, Kingston, Jamaica",67y 131d,Right hand Bat,Right arm Medium,51657,Wicketkeeper Batter,Wicketkeeper,,,,,,
0,Peter James Loader,"October 25, 1929, Wallington, Surrey",,Right hand Bat,Right arm Fast,16324,,,"March 15, 2011 (aged 81y 141d)",,,"Umpire, Commentator",,
0,Pieter Jacobus Malan,"August 12, 1989, Nelspruit",34y 55d,Right hand Bat,Right arm Medium fast,277390,Opening Batter,,,,Waterkloof Hoer School,,,
0,Peter James Martin,"November 15, 1968, Accrington, Lancashire",54y 325d,Right hand Bat,Right arm Fast medium,16925,Bowler,,,Digger,,,,
0,Peter Joseph Moor,"February 02, 1991, Harare",32y 246d,Right hand Bat,Right arm Offbreak,333000,Wicketkeeper Batter,Wicketkeeper,,,,,,
0,Philip John Newport,"October 11, 1962, High Wycombe, Buckinghamshire",60y 360d,Right hand Bat,Right arm Fast medium,18012,,,,,,,,
0,Parashar Joshi,,,,,961273,,,,,,Umpire,,
0,Peter John Parnell Burge,"May 17, 1932, Kangaroo Point, Brisbane, Queensland",,Right hand Bat,Right arm Medium,4241,Middle order Batter,,"October 05, 2001, Main Beach, Gold Coast, Queensland, (aged 69y 141d)",,,Referee,,
0,Peter James Petherick,"September 25, 1942, Ranfurly, Otago",,Right hand Bat,Right arm Offbreak,38122,,,"June 07, 2015, Perth, Western Australia, (aged 72y 255d)",,,,,
0,Philippus Jeremia Rudolf Steyn,"June 30, 1967, Kimberley, Cape Province",56y 98d,Right hand Bat,Right arm Medium,47242,,Wicketkeeper,,,,,,
0,Pradeep Jaibeer Sangwan,"November 05, 1990, Rasiwas, Delhi",32y 335d,Right hand Bat,Left arm Medium,279545,Bowler,,,,,,,
0,Philip John Sharpe,"December 27, 1936, Shipley, Yorkshire",,Right hand Bat,Right arm Offbreak,20126,,,"May 19, 2014 (aged 77y 143d)",,,,,
0,Petrus Johannes van Biljon,"April 15, 1986, Bloemfontein, Orange Free State",37y 174d,Right hand Bat,Right arm Medium,266268,Wicketkeeper Batter,Wicketkeeper,,,,,,
0,Paul John Walter Allott,"September 14, 1956, Altrincham, Cheshire",67y 22d,Right hand Bat,Right arm Fast medium,8526,,,,,"Altringham Grammar School; Bede College, Durham",Commentator,"Wally, Walt, Wal",6ft 4in
0,Paul John Wiseman,"May 04, 1970, Auckland",53y 155d,Right hand Bat,Right arm Offbreak,38753,Bowler,,,,,,Whiz,
0,Pravin Kalyan Amre,"August 14, 1968, Bombay (now Mumbai), Maharashtra",55y 53d,Right hand Bat,Legbreak,26238,Middle order Batter,,,,,,,
0,Peter Karl David Chase,"October 09, 1993, Dublin, Ireland",29y 362d,Right hand Bat,Right arm Medium fast,524845,Bowler,,,,,,,
0,Priyam K Garg,"November 30, 2000, Meerut, Uttar Pradesh",22y 310d,Right hand Bat,Right arm Medium,1070180,Top order Batter,,,,,,,
0,Paras Khadka,"October 24, 1987, Nepal",35y 347d,Right hand Bat,"Right arm Medium fast, Right arm Offbreak",25967,Allrounder,,,,,,,
0,Philip Keith Lee,"September 15, 1904, Gladstone, South Australia",,Right hand Bat,,6280,,,"August 09, 1980, Woodville, South Adelaide, South Australia, (aged 75y 329d)",,St Peter's College,,,
0,Peter Kipkoech Langat,"October 19, 1993, Kericho, Kenya",29y 352d,Right hand Bat,Right arm Medium,578785,Bowler,,,,,,,
0,Pochiah Krishnamurthy,"July 12, 1947, Hyderabad, Andhra Pradesh",,Right hand Bat,Legbreak,30135,,Wicketkeeper,"January 28, 1999, Hyderabad, Andhra Pradesh, (aged 51y 200d)",Pallemoni Krishnamurthy,,,,
0,Probir Kumar Sen,"May 31, 1926, Comilla, (now Bangladesh)",,Right hand Bat,,34741,,Wicketkeeper,"January 27, 1970, South Calcutta (now Kolkata), Bengal, (aged 43y 241d)",,,,,
0,Praveenkumar Sakat Singh,"October 02, 1986, Meerut, Uttar Pradesh",37y 4d,Right hand Bat,Right arm Medium,30732,Bowler,,,,,,,
0,Piyal Kashyapa Wijetunge,"August 06, 1971, Badulla",52y 61d,Right hand Bat,Slow Left arm Orthodox,50856,,,,,,,,
0,Peter Lever,"September 17, 1940, Todmorden, Yorkshire",83y 19d,Right hand Bat,Right arm Fast medium,16262,Bowler,,,,,,,
0,Paul Lee Harris,"November 02, 1978, Salisbury (now Harare), Rhodesia",44y 338d,Right hand Bat,Slow Left arm Orthodox,45568,Bowler,,,,,,,
0,Phoebe Litchfield,"April 18, 2003",20y 171d,Left hand Bat,Legbreak,1176132,Batter,,,,,,,
0,Paras Laxmikant Mhambrey,"June 20, 1972, Bombay (now Mumbai), Maharashtra",51y 108d,Right hand Bat,Right arm Medium,30999,,,,,,,,
0,Pallepolagedera Lahiru Madushan Jayaratne,"October 12, 1991, Matale",31y 359d,Right hand Bat,Right arm Medium fast,345820,,,,,"St. Peters College, Colombo",,,
0,Preston Luke Mommsen,"October 14, 1987, Durban, Natal",35y 357d,Right hand Bat,Right arm Offbreak,461281,Opening Batter,,,,,,,
0,Panagamuwa Lahiru Sampath Gamage,"April 05, 1988, Maradana",35y 184d,Right hand Bat,Right arm Fast medium,268845,Bowler,,,Lahiru Sampath,,,Naya,
0,Patrick Leonard Symcox,"April 14, 1960, Kimberley, Cape Province",63y 175d,Right hand Bat,Right arm Offbreak,47267,Allrounder,,,,,Commentator,,
0,Peter Laurence Taylor,"August 22, 1956, North Sydney, New South Wales",67y 45d,Left hand Bat,Right arm Offbreak,7926,Bowling Allrounder,,,,,,,
0,Peter Laurence van der Merwe,"March 14, 1937, Paarl, Cape Province",,Right hand Bat,Slow Left arm Orthodox,47692,,,"January 23, 2013, Port Elizabeth, Cape Province, (aged 75y 315d)",,,Referee,,
0,Paul Lyndhurst Winslow,"May 21, 1929, Johannesburg, Transvaal",,Right hand Bat,Legbreak,47912,,,"May 24, 2011, Rosebank Netcare Clinic, Rosebank, Johannesburg, (aged 82y 3d)",,King Edward VII School,,,
0,Percival Mitchell Hornibrook,"July 27, 1899, Obi Obi, Queensland",,Left hand Bat,,5707,,,"August 25, 1976, Spring Hill, Brisbane, Queensland, (aged 77y 29d)",,,,,
0,Prakash Mishra,"January 09, 1979",44y 270d,Right hand Bat,Right arm Medium,514770,,,,,,,,
0,Peter Michael Nevill,"October 13, 1985, Hawthorn, Melbourne, Victoria",37y 358d,Right hand Bat,,6973,Wicketkeeper,Wicketkeeper,,,,,Nev,1.82 m
0,Peter Maclean Pollock,"June 30, 1941, Pietermaritzburg, Natal",82y 98d,Right hand Bat,Right arm Fast,46770,Allrounder,,,Pooch,,,,
0,Pawuluge Malinda Pushpakumara,"March 24, 1987, Colombo",36y 196d,Right hand Bat,Slow Left arm Orthodox,50205,Allrounder,,,,"Lumbini College, Colombo",,,5ft 7in
0,Pieter Marinus Seelaar,"July 02, 1987, Schiedam",36y 96d,Right hand Bat,Slow Left arm Orthodox,208657,Allrounder,,,,,,,
0,Peter Matthew Siddle,"November 25, 1984, Traralgon, Victoria",38y 315d,Right hand Bat,Right arm Fast medium,7898,Bowler,,,,,,"Vicious, Dermie",1.87 m
0,Pawandeep Singh,"July 05, 1992, Raipur",31y 93d,Right hand Bat,Right arm Medium,1132391,,,,,,,,
0,Peter Mark Such,"June 12, 1964, Helensburgh, Dunbartonshire, Scotland",59y 116d,Right hand Bat,Right arm Offbreak,20404,Bowler,,,,,"Umpire, Referee",,
0,Peter Michael Toohey,"April 20, 1954, Blayney, New South Wales",69y 169d,Right hand Bat,,7959,,,,,,,,
0,Peter Michael Walker,"February 17, 1936, Clifton, Bristol",,Right hand Bat,Left arm Bowler,22276,,,"April 04, 2020 (aged 84y 47d)",,,Commentator,,
0,Prasadani Maheshika Weerakkody,"November 13, 1988",34y 327d,Left hand Bat,,442310,,Wicketkeeper,,,"Rajasinghe Central College, Hanwella",,,
0,Pawan Negi,"January 06, 1993, Delhi",30y 273d,Left hand Bat,Slow Left arm Orthodox,530773,Bowler,,,,,,,
0,Percy Neville Frank Mansell,"March 16, 1920, St George's, Telford, Shropshire, England",,Right hand Bat,Legbreak Googly,46170,,,"May 09, 1995, Somerset West, Cape Province, (aged 75y 54d)",,,,,
0,Pathum Nissanka Silva,"May 18, 1998, Galle",25y 141d,Right hand Bat,,1028655,Top order Batter,,,,"Isipathana College, Colombo",,,
0,Peter Noel Kirsten,"May 14, 1955, Pietermaritzburg, Natal",68y 145d,Right hand Bat,Right arm Offbreak,45815,Top order Batter,,,,,,,
0,Prerak Nileshkumar Mankad,"April 23, 1994, Sirohi, Saurashtra",29y 166d,Right hand Bat,Right arm Medium,956871,Allrounder,,,,,,,
0,Peter Neil Webb,"July 14, 1957, Auckland",66y 84d,Right hand Bat,,38745,,,,,,,,
0,Prudence Nashella Williams,"September 04, 1977",46y 32d,Right hand Bat,Right arm Offbreak,530401,,,,,,,,
0,Plaffiana Ophelia Millington,,,,,530214,,,,,,,,
0,Ponnan Rahul,"February 04, 1992, Alappuzha, Kerala",31y 244d,Left hand Bat,Right arm Offbreak,1121446,,,,,,,,
0,Poonam Yadav,"August 24, 1991, Agra, Uttar Pradesh",32y 43d,Right hand Bat,Legbreak Googly,630972,Bowler,,,,,,,
0,Prasanth Parameswaran,"May 30, 1985, Thanner Mukham",38y 129d,Right hand Bat,Left arm Medium,279562,,,,,,,,
0,Piyush Pramod Chawla,"December 24, 1988, Aligarh, Uttar Pradesh",34y 286d,Left hand Bat,Legbreak,32966,Bowling Allrounder,,,,,,,
0,Pragyan Prayash Ojha,"September 05, 1986, Bhubaneswar, Orissa",37y 31d,Left hand Bat,Slow Left arm Orthodox,32130,Bowler,,,,,,,
0,Pukhrambam Prafullomani Singh,"March 01, 1994, Imphal, Manipur",29y 219d,Right hand Bat,,1159943,,,,,,,,
0,Padmanabhan Prasanth,"September 03, 1985, Thiruvananthapuram, Kerala",38y 33d,Left hand Bat,Slow Left arm Orthodox,32211,Allrounder,,,Prashu,,,,
0,Prithvi Pankaj Shaw,"November 09, 1999, Thane, Maharashtra",23y 331d,Right hand Bat,Right arm Offbreak,1070168,Opening Batter,,,,,,,
0,Prabesh Gurung,"June 28, 1992, Sadam, Sikkim",31y 100d,Left hand Bat,Right arm Medium,1205290,,,,,,,,
0,Prabin Kumar Luha,"May 11, 1995, Bargarh, Orissa",28y 148d,Right hand Bat,,1206108,,Wicketkeeper,,,,,,
0,Paul Regan Adams,"January 20, 1977, Cape Town, Cape Province",46y 259d,Right hand Bat,Left arm Wrist spin,43919,Bowler,,,,,,Gogga,
0,Pradeep Changdev Dadhe,"September 13, 1994, Pune, Maharashtra",29y 23d,Right hand Bat,Right arm Medium,1065926,,,,,,,,
0,Pranab Roy,"February 10, 1957, Calcutta (now Kolkata), Bengal",66y 238d,Right hand Bat,Right arm Medium,33187,,,,,,Umpire,,
0,Dara Bengimen Prasanth Kumar,"December 13, 1991, Anantapur, Andhra Pradesh",31y 297d,Right hand Bat,Legbreak Googly,481046,Middle order Batter,,,,,,,
0,Prashant Kumar Singh,"September 17, 2000, Chapra, BIhar",23y 19d,Right hand Bat,Right arm Medium,1175479,,,,,,,,
0,Alok Pratap Singh,"October 26, 1993, Sitalpur, Bengal",29y 345d,Right hand Bat,Right arm Medium,625377,,,,,,,,
0,Pratik Subhash Salunke,"October 24, 1991, Baroda, Gujarat",31y 347d,Left hand Bat,Right arm Medium fast,1175471,,,,,,,,
0,Pratik Sargade,"October 12, 1989",33y 359d,Left hand Bat,Slow Left arm Orthodox,1175500,,,,,,,,
0,Praveen Yallappa Deshetti,"September 25, 1987, Solapur, Maharashtra",36y 11d,Right hand Bat,Right arm Offbreak,279863,,,,,,,,
0,Prayas Ray Barman,"October 25, 2002",20y 346d,Right hand Bat,Legbreak Googly,1159712,Bowler,,,,,,,
0,Patrick Rhys Brown,"August 23, 1998, Peterborough, Cambridgeshire",25y 44d,Right hand Bat,Right arm Fast medium,891517,Bowler,,,,,,,
0,Peter Rudolph Carlstein,"October 28, 1938, Klerksdorp, Transvaal",84y 343d,Right hand Bat,Legbreak,44424,,,,,,,,
0,Paul Rupert Downton,"April 04, 1957, Farnborough, Kent",66y 185d,Right hand Bat,Right arm Offbreak,11931,Wicketkeeper Batter,Wicketkeeper,,,Sevenoaks School; Exeter University,,Nobby,5ft 10in
0,Premraj Rajavelu,"September 11, 1991, Puducherry",32y 25d,Right hand Bat,Right arm Medium fast,1246535,,,,,,,,
0,Prem Tamang,"December 25, 1996, Kanchanpur",26y 285d,Right hand Bat,Right arm Offbreak,633526,,,,,,,,
0,Peter Robert George,"October 16, 1986, Woodville, Adelaide, South Australia",36y 355d,Right hand Bat,Right arm Fast medium,232287,Bowler,,,,,,,2.03 m
0,Priyada Murali,"July 07, 1993",30y 91d,Right hand Bat,Right arm Medium,1175166,,,,,,,,
0,Priyank Kirit Panchal,"April 09, 1990, Ahmedabad",33y 180d,Right hand Bat,Right arm Medium,340062,Opening Batter,,,,,,,
0,Priyesh Patel,"October 16, 2001, Pij, Kheda, Gujarat",21y 355d,Right hand Bat,,1195776,,Second Slip,,,,,,
0,Paul Ronald Reiffel,"April 19, 1966, Box Hill, Victoria",57y 170d,Right hand Bat,Right arm Fast medium,7326,Bowler,,,,,Umpire,Pistol,
0,Pinal Rohitbhai Shah,"November 03, 1987, Baroda, Gujarat",35y 337d,Right hand Bat,,34282,Wicketkeeper Batter,Wicketkeeper,,,,,,
0,Peter Raymond Sleep,"May 04, 1957, Penola, South Australia",66y 155d,Right hand Bat,Legbreak Googly,7630,,,,,,Coach,,
0,Paul Robert Stirling,"September 03, 1990, Belfast",33y 33d,Right hand Bat,Right arm Offbreak,303427,Batting Allrounder,,,,,,,
0,Pahlan Ratanji Umrigar,"March 28, 1926, Sholapur, Maharashtra",,Right hand Bat,Right arm Offbreak,35577,,,"November 07, 2006, Mumbai, (aged 80y 224d)",,,,,
0,Puneet Raghuveer Yadav,"August 12, 1987, Jaipur, Rajasthan",36y 55d,Right hand Bat,Right arm Medium,32523,,,,Puneet,,,,
0,P Saravana Kumar,"August 26, 1989",34y 41d,Right hand Bat,Right arm Medium,1151300,Bowler,,,,,,,
0,Pawan Sarraf,"December 17, 2000, Bara",22y 293d,Right hand Bat,Right arm Offbreak,1072485,Allrounder,,,,,,,
0,PS Chaitanya Reddy,"October 15, 1995, Ranga Reddy, Andhra",27y 356d,Left hand Bat,Right arm Offbreak,1135335,,,,,,,,
0,Petrus Stephanus de Villiers,"October 13, 1964, Vereeniging, Transvaal",58y 358d,Right hand Bat,Right arm Fast medium,44696,Bowler,,,,,,,
0,Peter Samuel Heine,"June 28, 1928, Winterton, Natal",,Right hand Bat,Right arm Fast,45428,,,"February 04, 2005, Johannesburg, (aged 76y 221d)",,,,,
0,Prabhsimran Singh,"August 10, 2000",23y 57d,Right hand Bat,,1161024,Wicketkeeper Batter,Wicketkeeper,,,,,,
0,Prateek Singh Kataria,"October 16, 1995, Kolkata, West Bengal",27y 355d,Right hand Bat,Right arm Medium,1163665,,,,,,,,
0,Prashant Kumar,"September 26, 1992, Ardawata, Rajasthan",31y 10d,Right hand Bat,Right arm Offbreak,1132695,,,,,,,,
0,Prince Spencer Masvaure,"October 07, 1988, Bulawayo",34y 364d,Left hand Bat,Left arm Fast medium,232442,Opening Batter,,,,,,,
0,Percy Stanislaus McDonnell,"November 13, 1858, Kennington, London, England",,Right hand Bat,,6557,,,"September 24, 1896, South Brisbane, Queensland, (aged 37y 316d)",Greatheart,,,,
0,Peter Stephen Patrick Handscomb,"April 26, 1991, Melbourne, Victoria",32y 163d,Right hand Bat,,334337,Batter,Wicketkeeper,,,,,,
0,Priya Surender Punia,"August 06, 1996, Jaipur, Rajasthan",27y 61d,Right hand Bat,Right arm Medium,883391,Top order Batter,,,,,,,
0,Palakodeti Saketh Sairam,"January 24, 1993, Hyderabad",30y 255d,Right hand Bat,Right arm Offbreak,1079378,,,,,,,,
0,Percy Sydney Twentyman-Jones,"September 13, 1876, Beaufort West, Cape Colony",,Right hand Bat,,47565,,,"March 08, 1954, Cape Town, Cape Province, (aged 77y 176d)",P.S.T.Jones,,,,
0,Pawan Shakland Suyal,"October 15, 1989, Paudi, Uttaranchal",33y 356d,Right hand Bat,Left arm Medium,431213,Bowler,,,,,,,
0,Paul Thomas Barton,"October 09, 1935, Wellington",87y 362d,Right hand Bat,,36289,,,,,,,,
0,Pedro Tyrone Collins,"August 12, 1976, Boscobelle, St Peter, Barbados",47y 55d,Right hand Bat,Left arm Fast medium,51479,Bowler,,,,,,,
0,Parandaman Thamaraikannan,"October 09, 1992",30y 362d,Right hand Bat,Right arm Medium,1175499,,,,,,,,
0,Peter Thew,,,,,257708,,,,,,Umpire,,
0,Percy Tyson Lewis,"October 02, 1884, Cape Town, Cape Province",,Right hand Bat,,45980,,,"January 30, 1976, Durban, Natal, (aged 91y 120d)",,,,,
0,Puneet Malik,"September 30, 1991, Jamui, Bihar",32y 6d,Right hand Bat,Right arm Medium,1175476,,,,,,,,
0,Prosper Utseya,"March 26, 1985, Harare",38y 194d,Right hand Bat,Right arm Offbreak,55820,Bowler,,,,,,,
0,Pooja Vastrakar,"September 25, 1999, Bilaspur, Madhya Pradesh",24y 11d,Right hand Bat,Right arm Medium,883413,Bowler,,,,,,,
0,Pathira Vasan Dushmantha Chameera,"January 11, 1992, Ragama",31y 268d,Right hand Bat,Right arm Fast,552152,Bowler,,,,Maris Stella College,,,6ft 
0,Philip Verant Simmons,"April 18, 1963, Arima, Trinidad",60y 171d,Right hand Bat,Right arm Medium,52934,Batting Allrounder,,,,,Coach,,
0,Pravin Vijay Tambe,"October 08, 1971, Bombay (now Mumbai), Maharashtra",51y 363d,Right hand Bat,Legbreak,587152,Bowler,,,,,,,
0,Pieter Willem Adriaan Mulder,"February 19, 1998, Gauteng",25y 229d,Right hand Bat,Right arm Medium,698189,Allrounder,,,,St Stithians,,Wiaan,
0,Peter William Borren,"August 21, 1983, Christchurch, Canterbury",40y 46d,Right hand Bat,Right arm Medium,36592,Allrounder,,,,,,Baldrick,
0,Paul William Giles Parker,"January 15, 1956, Bulawayo, Rhodesia",67y 264d,Right hand Bat,,18423,,,,,"Collyer's Grammar School: St Catherine's College, Cambridge",,"Porky, Polly",5ft 10in
0,Pinnaduwage Wanindu Hasaranga de Silva,"July 29, 1997, Galle",26y 69d,Right hand Bat,Legbreak,784379,Allrounder,,,,"Richmond College, Galle",,,
0,Peter White,,,,,250307,,,,,,Umpire,,
0,Peter Willey,"December 06, 1949, Sedgefield, Co Durham",73y 304d,Right hand Bat,Right arm Offbreak,22442,Middle order Batter,,,,"Seaham Secondary School, Co Durham",Umpire,Will,6ft 1in
0,Paul Wilson,"January 12, 1972, Newcastle, New South Wales",51y 267d,Right hand Bat,Right arm Fast medium,8241,,,,,,"Umpire, Coach",,
0,Paul William Jarvis,"June 29, 1965, Redcar, Yorkshire",58y 99d,Right hand Bat,Right arm Fast medium,15485,,,,,,,,
0,Percy William Sherwell,"August 17, 1880, Isipingo, Natal",,Right hand Bat,,47186,,Wicketkeeper,"April 17, 1948, Bulawayo, Rhodesia, (aged 67y 244d)",,,,,
0,Qadeer Ahmed Khan,"November 15, 1985, Attock, Pakistan",37y 325d,Right hand Bat,Right arm Medium fast,941959,Bowler,,,,,,,
0,Qais Ahmad Kamawal,"August 15, 2000, Nangarhar",23y 52d,Right hand Bat,Legbreak,914171,Bowler,,,,,,,
0,Qaiser Abbas,"May 07, 1982, Muridke, Punjab",41y 152d,Left hand Bat,Slow Left arm Orthodox,42383,,,,,,,,
0,Qasim Ali Umar,"February 09, 1957, Nairobi, Kenya",66y 239d,Right hand Bat,Right arm Medium,42362,Opening Batter,,,,,,,
0,Quinton de Kock,"December 17, 1992, Johannesburg, Gauteng",30y 293d,Left hand Bat,,379143,Wicketkeeper Batter,Wicketkeeper,,,,,,
0,Quintin McMillan,"June 23, 1904, Germiston, Transvaal",,Right hand Bat,Legbreak Googly,46216,,,"July 03, 1948, Randfontein, Transvaal, (aged 44y 10d)",,,,,
0,Quirijn Willem Marinus Gunning,"March 18, 1991, Amsterdam",32y 202d,Right hand Bat,Right arm Medium,414818,,,,,,,,
0,Ryan Anthony Austin,"November 15, 1981, Arima, Trinidad",41y 325d,Right hand Bat,Right arm Offbreak,51194,Bowler,,,,,,,
0,Richard Arkwright Austin,"September 05, 1954, Jones Town, Kingston, Jamaica",,Right hand Bat,,51113,,,"February 07, 2015 (aged 60y 155d)",,,,Danny Germs,
0,Robert Abel,"November 30, 1857, Rotherhithe, Surrey",,Right hand Bat,Right arm Offbreak,8480,,,"December 10, 1936, Stockwell, London, (aged 79y 10d)",,,,,
0,Ryan Andrew Broad,"March 09, 1982, Herston, Queensland",41y 211d,Right hand Bat,Right arm Medium,4237,Opening Batter,,,,,,Dagger,1.8 m
0,Rachit Bhatia,"September 07, 1997",26y 29d,Right hand Bat,Right arm Medium,1163673,,,,,,,,
0,Reginald Alexander Duff,"August 17, 1878, Botanic Gardens, Macquarie, Sydney, New South Wales",,Right hand Bat,Right arm Medium,4985,,,"December 13, 1911, St Leonards, North Sydney, New South Wales, (aged 33y 118d)",,,,,
0,Robert Alexander Dunbar,"March 24, 1962, Rockhampton, Queensland",61y 196d,Right hand Bat,Right arm Medium,5100,,,,,,Umpire,,
0,Rafatullah Mohmand,"November 06, 1976, Peshawar, North-West Frontier Province",46y 334d,Right hand Bat,Slow Left arm Orthodox,42439,Opening Batter,,,,,,,
0,Rafikul Islam Khan,"November 07, 1977, Rajshahi",45y 333d,Right hand Bat,,56077,,,,,,,,
0,Ronald Arthur Gaunt,"February 26, 1934, York, Western Australia",,Left hand Bat,Right arm Fast,5372,,,"March 30, 2012, Sydney, (aged 78y 33d)",,,,,
0,Robert Anthony Gleeson,"December 06, 1873, Port Elizabeth, Cape Province",,Right hand Bat,Right arm Medium,45231,,,"September 27, 1919, Port Elizabeth, Cape Province, (aged 45y 295d)",,,,,
0,Ronald Arthur Hamence,"November 25, 1915, Hindmarsh, Adelaide, South Australia",,Right hand Bat,Right arm Medium,5565,,,"March 24, 2010, Adelaide, South Australia, (aged 94y 119d)",,,,,
0,Roger Andrew Harper,"March 17, 1963, Georgetown, Demerara, British Guiana",60y 203d,Right hand Bat,Right arm Offbreak,52045,Bowler,,,,"Queen's College High School, Georgetown",Coach,Juice,6ft 5in
0,Rahil Singh Sambyal,"December 20, 1987",35y 290d,Right hand Bat,,482307,Bowler,,,,,,,
0,Rahmanullah Gurbaz,"November 28, 2001",21y 312d,Right hand Bat,,974087,Wicketkeeper Batter,Wicketkeeper,,,,,,
0,Rahmat Shah Zurmatai,"July 06, 1993, Paktia",30y 92d,Right hand Bat,Legbreak Googly,533956,Allrounder,,,,,,,
0,Rahul Rajendrakumar Batham,"August 21, 1998, Gwalior, Madhya Pradesh",25y 46d,Right hand Bat,Right arm Medium,942649,,,,,,,,
0,Rahul Ravinder Buddhi,"September 20, 1997, Hyderabad",26y 16d,Left hand Bat,Right arm Offbreak,1212693,Middle order Batter,,,,,,,
0,Rahul Khajan Singh,"September 12, 1992, Kaithal",31y 24d,Left hand Bat,Slow Left arm Orthodox,500137,,,,,,,,
0,Rahul Sharma,"December 21, 1996",26y 289d,Right hand Bat,Right arm Medium,1175487,,,,,,,,
0,Gahlaut Rahul Singh,"September 18, 1995, Maniktala",28y 18d,Left hand Bat,Right arm Medium,604612,,,,,,,,
0,Richard Anthony Hutton,"September 06, 1942, Pudsey, Yorkshire",81y 30d,Right hand Bat,Right arm Fast medium,14336,,,,,Repton School,,,
0,Ravindrasinh Anirudhsinh Jadeja,"December 06, 1988, Navagam-Khed, Saurashtra",34y 304d,Left hand Bat,Slow Left arm Orthodox,234675,Allrounder,,,,,,,
0,Raja Farzan Khan,"May 12, 1995, Lahore, Punjab",28y 147d,Left hand Bat,Legbreak Googly,884527,Bowler,,,,,,,
0,Rajashekhar Surendra Harikant,"October 04, 1990, Kumta, Goa",33y 2d,Right hand Bat,,796639,,Wicketkeeper,,,,,,
0,Rajat Arjun Dey,"December 31, 1996",26y 279d,Right hand Bat,Right arm Offbreak,955091,Top order Batter,,,,,,,
0,Rajbir Singh,"September 26, 1997, Saptari",26y 10d,Left hand Bat,Slow Left arm Orthodox,794723,,,,,,,,
0,Rajdeep Dilipbhai Darbar,"September 14, 1987, Gadhda, Gujarat",36y 22d,Right hand Bat,,447452,,Wicketkeeper,,,,,,
0,Rajendran Vivek,"June 10, 1991, Salem, Tamil Nadu",32y 118d,Right hand Bat,Right arm Medium fast,1048825,Middle order Batter,,,,,,,
0,Rajesh Tati,"November 23, 1995",27y 317d,Right hand Bat,,1159787,Wicketkeeper Batter,Wicketkeeper,,,,,,
0,Rajiv Malay Darjee,"June 30, 1991, Mangan, Sikkim",32y 98d,Right hand Bat,Slow Left arm Orthodox,1246525,,,,,,,,
0,Richard Andrew Jones,"October 22, 1973, Auckland",49y 349d,Right hand Bat,,37494,,,,,,,,
0,Ruaidhri Alexander James Smith,"August 05, 1994, Glasgow, Lanarkshire",29y 62d,Right hand Bat,Right arm Medium,458897,Bowler,,,,Shrewsbury School,,,
0,Chinntla Rakshan Readdi,"September 29, 2000, Hyderabad",23y 7d,Right hand Bat,,1246438,Bowler,,,CTL Rakshan,,,,
0,Ralph Archibald Legall,"December 01, 1925, St Michael, Barbados",,Right hand Bat,,52341,,Wicketkeeper," 2003, Believed to have died but details unavailable",,,,,
0,Robyn Allana Lewis,"July 21, 1999, Dublin",24y 77d,Right hand Bat,Slow Left arm Orthodox,874317,,,,,,,,
0,Ramaal Antwaine Lewis,"August 18, 1996, Westmoreland, Jamaica",27y 49d,Right hand Bat,Right arm Offbreak,670037,Bowler,,,,,,,
0,Robert Arnold Lockyer Massie,"April 14, 1947, Subiaco, Perth, Western Australia",76y 175d,Left hand Bat,Right arm Medium fast,6518,,,,,,Commentator,,
0,Ramachandran Ram Ragupathy,"May 12, 1996",27y 147d,Right hand Bat,,1216245,,,,,,,,
0,Rosemary Alison Mair,"November 07, 1998, Napier",24y 333d,Right hand Bat,Right arm Medium,701751,Bowler,,,,,,,
0,Roy Alastair McLean,"July 09, 1930, Pietermaritzberg, Natal",,Right hand Bat,,46212,Middle order Batter,,"August 26, 2007, Johannesburg, Gauteng, South Africa, (aged 77y 48d)",,,,,
0,Rameez Shahzad,"November 30, 1987, Lahore, Pakistan",35y 310d,Right hand Bat,Right arm Offbreak,220519,Top order Batter,,,,,,,
0,Ram Seeta Gurung,"April 14, 1998, Umsning, Nongthymmai",25y 175d,Right hand Bat,Right arm Medium fast,1287011,,,,,,,,
0,Ramiz Hasan Raja,"August 14, 1962, Lyallpur (now Faisalabad), Punjab",61y 53d,Right hand Bat,Legbreak,42420,Batter,,,Rameez Raja,,Commentator,,
0,Rana Dutta,"May 15, 1989, Udaipur, Tripura",34y 144d,Left hand Bat,Right arm Medium,376462,Bowler,,,,,,,
0,Ranjeet Ramesh Nikam,"September 20, 1999, Kolhapur,Maharashtra",24y 16d,Right hand Bat,Right arm Offbreak,1246502,,,,,,,,
0,Ratnayake Arachchige Prabath Nissanka,"October 25, 1980, Ambalantota",42y 346d,Right hand Bat,Right arm Medium fast,49769,Bowler,,,,,Coach,,
0,Robert Appleyard,"June 27, 1924, Wibsey, Bradford, Yorkshire",,Right hand Bat,Right arm Medium,8554,,,"March 17, 2015, Harrogate, (aged 90y 263d)",,,,,
